Médico ID;Estratégia;Tática; Presc.EMS-1 ; Presc.EMS-2 ; Presc.EMS-3 ; Presc.EMS-O ; Potencial Prescritivo ; Potencia Concorrência ;Campanha;Qtde Brinde; Frequência de visita ;Visita Apresentação;Visita Acompanhamento;Visita Lançamento;Visita Prom;Material Promo;Amostras;Especial;Cidade;Região;Estado;Categoria ;Especialidade; Valor Consulta ;Convênios;Volume Pacientes;Perfil Localização;Perfil Pacientes;Idade
8324821;Conversão;Foco MS-2; 1.820,00 ; 2.620,00 ; 420,00 ; 7.920,00 ; 21.700,00 ; 8.920,00 ;9;4; 0,50 ;1;3;2;6;5;120;0;São Paulo;Periférica;SP;1;Cardiologista; 237,00 ;3;275;Região E;Indefinido;51
8324972;Manutenção;Foco MS-1; 5.210,00 ; 210,00 ; 1.310,00 ; 14.710,00 ; 38.550,00 ; 17.110,00 ;9;11; 0,25 ;2;0;1;3;2;80;0;São Paulo;Central;SP;0;Cardiologista; 179,00 ;0;95;Região D;Média Alta;48
8325123;Manutenção;Convencional; 2.100,00 ; 3.700,00 ; 1.900,00 ; 8.000,00 ; 28.400,00 ; 12.700,00 ;2;13; 0,58 ;1;4;2;7;2;80;0;Porto Alegre;Periférica;RS;1;Cardiologista; 217,00 ;4;305;Região D;Média Baixa;39
8325274;Entrada;Convencional; 7.800,00 ; 3.600,00 ; 800,00 ; 12.200,00 ; 40.800,00 ; 16.400,00 ;0;0; 0,92 ;4;4;2;11;1;40;0;Salvador;Periférica;BA;0;Cardiologista; 240,00 ;6;370;Região A;Indefinido;55
8325425;Manutenção;Migração; 1.540,00 ; 240,00 ; 240,00 ; 740,00 ; 20.700,00 ; 17.940,00 ;2;8; 0,42 ;1;1;2;5;2;40;3497,806367;Minas Gerais;Periférica;MG;1;Cardiologista; 264,00 ;5;335;Região C;Média;49
8325576;Manutenção;Foco MS-2; 2.020,00 ; 3.020,00 ; 1.920,00 ; 20,00 ; 21.500,00 ; 14.520,00 ;4;2; 0,75 ;2;3;3;9;2;100;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 308,00 ;5;360;Região D;Média Alta;59
8325727;Conversão;Convencional; 2.000,00 ; 4.900,00 ; 1.700,00 ; 12.500,00 ; 36.800,00 ; 15.700,00 ;9;13; 0,58 ;1;4;2;7;0;80;4143,709183;Santos;Periférica;SP;0;Cardiologista; 195,00 ;1;105;Região B;Média;43
8325878;Referência;Convencional; 2.000,00 ; 2.900,00 ; 1.500,00 ; 5.800,00 ; 29.100,00 ; 16.900,00 ;8;14; 0,58 ;1;3;2;7;2;80;0;Porto Alegre;Central;RS;0;Cardiologista; 296,00 ;3;225;Região C;Média Alta;46
8326029;Conversão;Convencional; 6.600,00 ; 2.000,00 ; 2.000,00 ; 5.900,00 ; 20.600,00 ; 4.100,00 ;4;6; 0,58 ;3;2;2;7;5;40;0;Santos;Periférica;SP;0;Cardiologista; 138,00 ;2;180;Região B;Indefinido;48
8326180;Referência;Foco MS-1; 8.710,00 ; 5.110,00 ; 1.410,00 ; 4.710,00 ; 29.650,00 ; 9.710,00 ;4;10; 1,08 ;5;5;3;13;3;40;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 305,00 ;7;485;Região B;Média;47
8326331;Conversão;Foco MS-1; 4.610,00 ; 3.110,00 ; 1.210,00 ; 3.510,00 ; 23.650,00 ; 11.210,00 ;10;10; 0,67 ;2;3;2;8;1;80;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 180,00 ;2;205;Região B;Média;47
8326482;Conversão;Convencional; 4.900,00 ; 2.900,00 ; 400,00 ; 6.800,00 ; 32.800,00 ; 17.800,00 ;1;12; 0,67 ;3;3;2;8;4;40;0;Porto Alegre;Periférica;RS;0;Cardiologista; 266,00 ;6;390;Região E;Média;47
8326633;Conversão;Foco MS-1; 8.210,00 ; 2.610,00 ; 910,00 ; 2.110,00 ; 22.050,00 ; 8.210,00 ;1;9; 0,50 ;3;2;1;6;3;80;0;Minas Gerais;Periférica;MG;2;Cardiologista; 195,00 ;0;30;Região B;Média Alta;46
8326784;Conversão;Foco MS-3; 1.430,00 ; 5.030,00 ; 730,00 ; 14.330,00 ; 32.250,00 ; 10.730,00 ;8;4; 0,58 ;1;4;2;7;5;100;0;São Paulo;Central;SP;2;Cardiologista; 374,00 ;3;235;Região C;Alta;52
8326935;Conversão;Migração; 6.440,00 ; 540,00 ; 1.340,00 ; 8.840,00 ; 28.400,00 ; 11.240,00 ;2;4; 0,58 ;4;1;2;7;4;100;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 289,00 ;6;430;Região B;Média Baixa;50
8327086;Entrada;Migração; 8.340,00 ; 4.740,00 ; 1.340,00 ; 6.540,00 ; 30.200,00 ; 9.240,00 ;3;11; 0,92 ;4;4;2;11;0;60;0;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 344,00 ;2;180;Região C;Alta;50
8327237;Referência;Migração; 2.440,00 ; 3.340,00 ; 340,00 ; 340,00 ; 12.800,00 ; 6.340,00 ;1;4; 0,67 ;2;3;2;8;5;20;0;Minas Gerais;Central;MG;0;Cardiologista; 351,00 ;4;305;Região B;Alta;42
8327388;Entrada;Foco MS-3; 3.730,00 ; 4.130,00 ; 430,00 ; 5.230,00 ; 17.950,00 ; 4.430,00 ;5;13; 0,67 ;2;4;2;8;4;40;0;Minas Gerais;Periférica;MG;0;Cardiologista; 360,00 ;6;405;Região D;Alta;56
8327539;Entrada;Convencional; 2.300,00 ; 3.600,00 ; 1.200,00 ; 13.100,00 ; 22.600,00 ; 2.400,00 ;10;5; 0,42 ;1;3;1;5;4;80;2609,4638;Rio de Janeiro;Central;RJ;1;Cardiologista; 168,00 ;0;90;Região D;Indefinido;45
8327690;Conversão;Foco MS-2; 8.320,00 ; 3.120,00 ; 1.820,00 ; 5.620,00 ; 33.000,00 ; 14.120,00 ;8;6; 0,75 ;3;3;2;9;5;120;0;Salvador;Periférica;BA;2;Cardiologista; 236,00 ;1;140;Região D;Média;51
8327841;Manutenção;Convencional; 9.800,00 ; 1.800,00 ; 1.100,00 ; 6.500,00 ; 34.200,00 ; 15.000,00 ;8;2; 0,75 ;5;2;2;9;1;120;0;Salvador;Periférica;BA;2;Cardiologista; 398,00 ;5;350;Região E;Alta;55
8327992;Entrada;Foco MS-1; 10.010,00 ; 510,00 ; 910,00 ; 2.510,00 ; 19.350,00 ; 5.410,00 ;11;2; 0,67 ;4;1;2;8;3;120;0;Santos;Periférica;SP;1;Cardiologista; 237,00 ;3;220;Região E;Média;57
8328143;Referência;Foco MS-3; 1.530,00 ; 5.030,00 ; 330,00 ; 3.230,00 ; 18.050,00 ; 7.930,00 ;8;3; 0,83 ;2;5;2;10;2;100;0;Minas Gerais;Central;MG;0;Cardiologista; 282,00 ;7;450;Região C;Média Baixa;50
8328294;Manutenção;Foco MS-2; 620,00 ; 2.620,00 ; 20,00 ; 10.320,00 ; 25.800,00 ; 12.220,00 ;9;10; 0,25 ;0;2;1;3;3;60;0;Salvador;Periférica;BA;1;Cardiologista; 151,00 ;0;90;Região E;Média Baixa;53
8328445;Manutenção;Foco MS-1; 7.510,00 ; 1.310,00 ; 910,00 ; 5.110,00 ; 15.350,00 ; 510,00 ;8;5; 0,75 ;4;2;2;9;5;60;0;Santos;Periférica;SP;0;Cardiologista; 274,00 ;7;425;Região A;Média;51
8328596;Referência;Convencional; 4.700,00 ; 3.600,00 ; 1.100,00 ; 9.800,00 ; 31.700,00 ; 12.500,00 ;8;2; 0,58 ;2;3;2;7;4;20;3769,278283;Santos;Periférica;SP;1;Cardiologista; 294,00 ;3;205;Região C;Média Alta;49
8328747;Entrada;Convencional; 10.100,00 ; 2.600,00 ; 200,00 ; 14.500,00 ; 44.300,00 ; 16.900,00 ;5;11; 0,92 ;5;3;2;11;2;20;0;Santos;Central;SP;0;Cardiologista; 163,00 ;6;370;Região D;Indefinido;46
8328898;Manutenção;Foco MS-1; 5.310,00 ; 4.110,00 ; 1.310,00 ; 7.410,00 ; 35.850,00 ; 17.710,00 ;2;10; 0,50 ;2;3;1;6;2;120;0;Santos;Central;SP;2;Cardiologista; 111,00 ;0;95;Região E;Indefinido;47
8329049;Manutenção;Foco MS-3; 1.730,00 ; 3.230,00 ; 1.530,00 ; 12.930,00 ; 35.750,00 ; 16.330,00 ;4;6; 0,58 ;1;3;2;7;1;40;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 166,00 ;1;135;Região C;Indefinido;57
8329200;Manutenção;Convencional; 9.100,00 ; 3.600,00 ; 700,00 ; 8.000,00 ; 24.500,00 ; 3.100,00 ;8;12; 0,83 ;4;3;2;10;3;80;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 185,00 ;3;245;Região E;Média Baixa;56
8329351;Referência;Convencional; 8.900,00 ; 1.400,00 ; 2.000,00 ; 10.900,00 ; 33.500,00 ; 10.300,00 ;5;14; 0,83 ;5;2;3;10;3;80;3749,100402;Porto Alegre;Central;RS;0;Cardiologista; 283,00 ;7;425;Região E;Média;46
8329502;Entrada;Migração; 1.440,00 ; 940,00 ; 340,00 ; 13.940,00 ; 19.900,00 ; 3.240,00 ;6;1; 0,17 ;0;1;1;2;4;120;0;São Paulo;Periférica;SP;0;Cardiologista; 138,00 ;0;85;Região C;Média Baixa;48
8329653;Entrada;Convencional; 3.100,00 ; 1.700,00 ; 600,00 ; 14.100,00 ; 22.400,00 ; 2.900,00 ;2;7; 0,50 ;2;2;2;6;3;40;0;Porto Alegre;Central;RS;0;Cardiologista; 387,00 ;4;320;Região D;Alta;52
8329804;Manutenção;Migração; 7.340,00 ; 4.740,00 ; 1.040,00 ; 10.940,00 ; 33.800,00 ; 9.740,00 ;0;2; 0,75 ;3;4;1;9;5;20;0;Porto Alegre;Central;RS;0;Cardiologista; 174,00 ;2;150;Região B;Média;51
8329955;Referência;Foco MS-2; 2.220,00 ; 2.620,00 ; 1.920,00 ; 4.820,00 ; 23.600,00 ; 12.020,00 ;1;5; 0,67 ;2;3;3;8;1;120;0;Minas Gerais;Periférica;MG;0;Cardiologista; 283,00 ;5;395;Região D;Média Baixa;50
8330106;Entrada;Convencional; 7.800,00 ; 3.900,00 ; 700,00 ; 14.200,00 ; 29.700,00 ; 3.100,00 ;1;1; 0,58 ;3;3;1;7;5;120;0;Minas Gerais;Central;MG;1;Cardiologista; 165,00 ;0;40;Região B;Média Alta;48
8330257;Manutenção;Foco MS-1; 4.610,00 ; 3.110,00 ; 1.310,00 ; 14.710,00 ; 24.550,00 ; 810,00 ;11;8; 0,75 ;3;3;2;9;3;40;0;Santos;Central;SP;2;Cardiologista; 244,00 ;5;325;Região C;Média Baixa;42
8330408;Conversão;Foco MS-3; 3.630,00 ; 730,00 ; 130,00 ; 1.730,00 ; 21.550,00 ; 15.330,00 ;7;7; 0,50 ;2;1;2;6;2;120;0;Minas Gerais;Central;MG;1;Cardiologista; 253,00 ;6;395;Região B;Média Baixa;49
8330559;Entrada;Convencional; 3.200,00 ; 800,00 ; 700,00 ; 6.100,00 ; 15.000,00 ; 4.200,00 ;6;7; 0,17 ;1;0;1;2;4;60;0;Santos;Periférica;SP;2;Cardiologista; 214,00 ;0;30;Região B;Média;52
8330710;Referência;Convencional; 3.600,00 ; 3.200,00 ; 800,00 ; 1.800,00 ; 22.500,00 ; 13.100,00 ;4;14; 0,67 ;2;4;2;8;5;20;0;Porto Alegre;Central;RS;1;Cardiologista; 280,00 ;6;425;Região D;Média Alta;49
8330861;Referência;Migração; 540,00 ; 2.440,00 ; 2.040,00 ; 8.240,00 ; 19.700,00 ; 6.440,00 ;0;3; 0,42 ;0;2;2;5;1;120;4574,27214;São Paulo;Central;SP;1;Cardiologista; 200,00 ;0;65;Região E;Média Alta;50
8331012;Conversão;Convencional; 6.300,00 ; 1.600,00 ; 1.400,00 ; 12.700,00 ; 32.000,00 ; 10.000,00 ;4;5; 0,75 ;4;2;3;9;4;20;0;Santos;Central;SP;2;Cardiologista; 428,00 ;7;435;Região C;Alta;50
8331163;Conversão;Foco MS-3; 1.330,00 ; 4.130,00 ; 230,00 ; 12.730,00 ; 23.850,00 ; 5.430,00 ;11;6; 0,75 ;2;5;2;9;3;120;0;Salvador;Central;BA;1;Cardiologista; 354,00 ;7;505;Região B;Média Alta;51
8331314;Referência;Foco MS-3; 3.430,00 ; 4.330,00 ; 1.730,00 ; 6.330,00 ; 19.650,00 ; 3.830,00 ;1;7; 0,42 ;1;3;1;5;5;100;0;Salvador;Central;BA;0;Cardiologista; 150,00 ;0;60;Região B;Indefinido;52
8331465;Referência;Convencional; 4.900,00 ; 3.300,00 ; 1.400,00 ; 3.800,00 ; 29.300,00 ; 15.900,00 ;6;1; 0,58 ;2;3;2;7;1;100;0;Minas Gerais;Central;MG;2;Cardiologista; 199,00 ;1;175;Região D;Média;56
8331616;Conversão;Foco MS-1; 2.110,00 ; 2.010,00 ; 1.410,00 ; 10.310,00 ; 27.550,00 ; 11.710,00 ;0;1; 0,33 ;1;1;1;4;0;80;0;Santos;Periférica;SP;0;Cardiologista; 210,00 ;1;85;Região A;Média Alta;46
8331767;Conversão;Foco MS-1; 4.910,00 ; 3.510,00 ; 1.910,00 ; 5.810,00 ; 18.250,00 ; 2.110,00 ;6;4; 0,67 ;2;3;2;8;4;100;0;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 343,00 ;4;275;Região A;Alta;43
8331918;Entrada;Foco MS-2; 4.820,00 ; 620,00 ; 1.520,00 ; 4.120,00 ; 11.500,00 ; 420,00 ;3;0; 0,33 ;2;0;2;4;4;80;0;Minas Gerais;Periférica;MG;1;Cardiologista; 229,00 ;1;140;Região C;Média Alta;46
8332069;Manutenção;Migração; 2.040,00 ; 1.440,00 ; 1.940,00 ; 2.040,00 ; 10.900,00 ; 3.440,00 ;10;7; 0,42 ;1;2;2;5;2;60;3279,348397;Salvador;Central;BA;1;Cardiologista; 214,00 ;3;240;Região D;Indefinido;52
8332220;Entrada;Foco MS-3; 2.230,00 ; 2.030,00 ; 2.130,00 ; 10.530,00 ; 31.850,00 ; 14.930,00 ;4;11; 0,67 ;2;3;3;8;0;80;3576,855281;Minas Gerais;Central;MG;0;Cardiologista; 215,00 ;6;430;Região B;Indefinido;44
8332371;Entrada;Foco MS-1; 5.910,00 ; 3.510,00 ; 610,00 ; 14.110,00 ; 37.350,00 ; 13.210,00 ;4;8; 0,50 ;2;3;1;6;3;60;0;São Paulo;Central;SP;2;Cardiologista; 201,00 ;1;110;Região A;Média Alta;52
8332522;Referência;Foco MS-1; 7.110,00 ; 1.910,00 ; 2.110,00 ; 8.710,00 ; 23.850,00 ; 4.010,00 ;9;4; 0,58 ;3;1;2;7;2;60;0;Porto Alegre;Periférica;RS;0;Cardiologista; 124,00 ;0;110;Região C;Média Baixa;39
8332673;Conversão;Foco MS-1; 7.510,00 ; 3.110,00 ; 410,00 ; 9.010,00 ; 27.550,00 ; 7.510,00 ;7;14; 0,50 ;3;2;1;6;5;40;2041,425217;Santos;Central;SP;1;Cardiologista; 235,00 ;0;90;Região D;Média Alta;45
8332824;Referência;Foco MS-1; 6.110,00 ; 5.110,00 ; 1.510,00 ; 7.710,00 ; 21.650,00 ; 1.210,00 ;6;10; 1,00 ;3;5;3;12;2;40;0;Minas Gerais;Periférica;MG;0;Cardiologista; 411,00 ;7;425;Região E;Alta;48
8332975;Entrada;Foco MS-3; 3.630,00 ; 4.930,00 ; 630,00 ; 11.330,00 ; 29.750,00 ; 9.230,00 ;9;0; 0,83 ;2;5;2;10;0;120;0;São Paulo;Central;SP;2;Cardiologista; 287,00 ;3;285;Região C;Média;51
8333126;Manutenção;Migração; 5.640,00 ; 3.040,00 ; 40,00 ; 14.340,00 ; 23.100,00 ; 40,00 ;4;8; 0,92 ;4;4;2;11;2;60;0;Salvador;Central;BA;2;Cardiologista; 295,00 ;7;505;Região D;Média Alta;45
8333277;Entrada;Migração; 240,00 ; 640,00 ; 1.940,00 ; 6.340,00 ; 21.100,00 ; 11.940,00 ;9;12; 0,50 ;1;2;3;6;0;40;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 372,00 ;6;450;Região E;Alta;38
8333428;Manutenção;Migração; 8.840,00 ; 3.840,00 ; 740,00 ; 7.140,00 ; 30.300,00 ; 9.740,00 ;1;2; 0,92 ;4;4;2;11;5;120;0;Minas Gerais;Central;MG;1;Cardiologista; 290,00 ;4;250;Região A;Média Alta;48
8333579;Entrada;Migração; 7.340,00 ; 2.340,00 ; 240,00 ; 540,00 ; 14.400,00 ; 3.940,00 ;4;0; 0,83 ;4;3;2;10;5;80;0;Porto Alegre;Periférica;RS;0;Cardiologista; 284,00 ;6;405;Região C;Média Baixa;47
8333730;Entrada;Migração; 7.040,00 ; 2.540,00 ; 1.840,00 ; 1.640,00 ; 23.900,00 ; 10.840,00 ;7;7; 0,58 ;3;2;2;7;2;60;0;Salvador;Central;BA;0;Cardiologista; 221,00 ;1;145;Região A;Média Alta;54
8333881;Referência;Foco MS-1; 3.510,00 ; 2.910,00 ; 910,00 ; 13.710,00 ; 27.450,00 ; 6.410,00 ;9;12; 0,42 ;1;2;1;5;3;40;0;Santos;Central;SP;2;Cardiologista; 188,00 ;0;40;Região D;Média;45
8334032;Referência;Foco MS-2; 320,00 ; 1.620,00 ; 520,00 ; 1.020,00 ; 13.600,00 ; 10.120,00 ;0;9; 0,50 ;1;2;2;6;1;20;0;São Paulo;Periférica;SP;1;Cardiologista; 300,00 ;7;465;Região A;Média Alta;45
8334183;Manutenção;Foco MS-1; 3.410,00 ; 1.210,00 ; 1.710,00 ; 7.510,00 ; 31.750,00 ; 17.910,00 ;1;8; 0,33 ;1;1;2;4;3;20;0;Minas Gerais;Periférica;MG;0;Cardiologista; 322,00 ;2;140;Região D;Alta;52
8334334;Entrada;Foco MS-3; 7.030,00 ; 930,00 ; 530,00 ; 10.130,00 ; 33.950,00 ; 15.330,00 ;7;7; 0,50 ;3;1;1;6;4;40;0;Salvador;Central;BA;2;Cardiologista; 150,00 ;2;230;Região A;Indefinido;50
8334485;Entrada;Foco MS-2; 1.020,00 ; 920,00 ; 220,00 ; 420,00 ; 9.800,00 ; 7.220,00 ;3;2; 0,42 ;1;2;2;5;4;100;2590,378425;Santos;Central;SP;1;Cardiologista; 255,00 ;6;440;Região B;Média;39
8334636;Entrada;Foco MS-1; 910,00 ; 5.110,00 ; 2.110,00 ; 5.710,00 ; 30.050,00 ; 16.210,00 ;1;6; 0,83 ;1;5;3;10;3;60;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 303,00 ;5;385;Região D;Média;53
8334787;Manutenção;Convencional; 8.900,00 ; 4.600,00 ; 700,00 ; 12.500,00 ; 42.000,00 ; 15.300,00 ;3;14; 1,08 ;5;5;2;13;3;120;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 401,00 ;6;395;Região B;Alta;51
8334938;Entrada;Migração; 4.040,00 ; 3.540,00 ; 1.240,00 ; 8.240,00 ; 20.500,00 ; 3.440,00 ;5;7; 0,50 ;1;3;1;6;1;120;0;Porto Alegre;Central;RS;0;Cardiologista; 202,00 ;1;85;Região C;Média Baixa;47
8335089;Entrada;Foco MS-2; 7.820,00 ; 2.420,00 ; 220,00 ; 8.720,00 ; 25.800,00 ; 6.620,00 ;11;9; 0,50 ;3;2;1;6;0;60;0;Salvador;Central;BA;0;Cardiologista; 249,00 ;1;95;Região D;Média Alta;47
8335240;Referência;Foco MS-1; 4.310,00 ; 4.810,00 ; 2.010,00 ; 11.010,00 ; 23.650,00 ; 1.510,00 ;0;9; 0,67 ;2;4;2;8;1;100;0;Porto Alegre;Central;RS;0;Cardiologista; 133,00 ;1;85;Região B;Média Baixa;58
8335391;Conversão;Foco MS-1; 4.010,00 ; 3.110,00 ; 2.010,00 ; 3.010,00 ; 20.050,00 ; 7.910,00 ;3;6; 0,58 ;2;3;2;7;1;60;2358,834961;Porto Alegre;Periférica;RS;2;Cardiologista; 198,00 ;5;330;Região D;Indefinido;45
8335542;Entrada;Foco MS-3; 6.530,00 ; 4.330,00 ; 1.130,00 ; 9.930,00 ; 32.150,00 ; 10.230,00 ;0;9; 0,75 ;3;4;2;9;2;80;0;São Paulo;Periférica;SP;1;Cardiologista; 286,00 ;6;370;Região D;Média;52
8335693;Conversão;Migração; 3.140,00 ; 640,00 ; 1.540,00 ; 8.240,00 ; 26.200,00 ; 12.640,00 ;0;13; 0,50 ;2;1;2;6;4;20;0;Minas Gerais;Central;MG;0;Cardiologista; 441,00 ;6;405;Região B;Alta;48
8335844;Conversão;Foco MS-2; 5.020,00 ; 2.220,00 ; 320,00 ; 7.220,00 ; 15.900,00 ; 1.120,00 ;11;9; 0,67 ;3;2;2;8;2;100;4399,752567;Santos;Periférica;SP;2;Cardiologista; 220,00 ;4;310;Região B;Indefinido;48
8335995;Referência;Convencional; 6.900,00 ; 2.700,00 ; 1.600,00 ; 1.200,00 ; 25.200,00 ; 12.800,00 ;2;1; 0,92 ;4;3;3;11;1;40;0;São Paulo;Periférica;SP;0;Cardiologista; 207,00 ;7;465;Região D;Média Baixa;46
8336146;Referência;Foco MS-3; 930,00 ; 4.930,00 ; 1.530,00 ; 12.130,00 ; 25.750,00 ; 6.230,00 ;1;2; 0,75 ;1;5;2;9;2;60;0;Salvador;Periférica;BA;0;Cardiologista; 294,00 ;4;330;Região C;Média;46
8336297;Conversão;Foco MS-1; 9.610,00 ; 2.510,00 ; 810,00 ; 6.810,00 ; 25.550,00 ; 5.810,00 ;2;14; 0,58 ;4;2;1;7;0;120;0;Minas Gerais;Central;MG;0;Cardiologista; 129,00 ;2;150;Região B;Média Baixa;50
8336448;Entrada;Foco MS-1; 7.810,00 ; 4.610,00 ; 510,00 ; 9.510,00 ; 31.450,00 ; 9.010,00 ;10;3; 0,75 ;3;4;1;9;0;120;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 182,00 ;1;110;Região A;Média Baixa;50
8336599;Entrada;Convencional; 1.200,00 ; 600,00 ; 1.700,00 ; 13.900,00 ; 25.100,00 ; 7.700,00 ;6;4; 0,33 ;1;1;2;4;0;20;0;Minas Gerais;Periférica;MG;1;Cardiologista; 154,00 ;3;225;Região B;Média Baixa;47
8336750;Conversão;Foco MS-3; 7.230,00 ; 3.030,00 ; 1.030,00 ; 6.930,00 ; 30.850,00 ; 12.630,00 ;6;1; 0,58 ;3;2;1;7;3;120;0;Santos;Periférica;SP;2;Cardiologista; 149,00 ;1;135;Região C;Média Baixa;52
8336901;Conversão;Foco MS-1; 1.510,00 ; 2.410,00 ; 810,00 ; 13.010,00 ; 34.350,00 ; 16.610,00 ;4;1; 0,67 ;2;3;2;8;0;40;0;São Paulo;Periférica;SP;2;Cardiologista; 340,00 ;7;475;Região A;Média;51
8337052;Entrada;Migração; 3.540,00 ; 1.840,00 ; 2.040,00 ; 14.140,00 ; 27.900,00 ; 6.340,00 ;5;12; 0,67 ;2;2;3;8;0;100;0;Santos;Periférica;SP;1;Cardiologista; 267,00 ;6;420;Região C;Média;48
8337203;Referência;Foco MS-3; 2.130,00 ; 2.330,00 ; 330,00 ; 630,00 ; 20.550,00 ; 15.130,00 ;0;13; 0,58 ;2;3;2;7;4;80;0;São Paulo;Central;SP;0;Cardiologista; 336,00 ;7;450;Região C;Média Alta;60
8337354;Conversão;Convencional; 3.100,00 ; 900,00 ; 700,00 ; 6.700,00 ; 17.300,00 ; 5.900,00 ;10;10; 0,50 ;2;1;2;6;0;80;0;Santos;Central;SP;2;Cardiologista; 386,00 ;3;240;Região B;Alta;48
8337505;Referência;Convencional; 3.400,00 ; 2.200,00 ; 1.600,00 ; 8.000,00 ; 17.000,00 ; 1.800,00 ;9;4; 0,58 ;2;2;2;7;0;80;3542,748498;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 361,00 ;4;300;Região B;Alta;48
8337656;Entrada;Convencional; 1.600,00 ; 3.200,00 ; 1.600,00 ; 11.100,00 ; 20.000,00 ; 2.500,00 ;2;6; 0,50 ;1;3;2;6;4;120;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 203,00 ;1;105;Região C;Indefinido;58
8337807;Referência;Convencional; 3.800,00 ; 5.000,00 ; 1.800,00 ; 4.000,00 ; 15.400,00 ; 800,00 ;0;13; 0,67 ;1;4;2;8;4;20;0;Santos;Periférica;SP;1;Cardiologista; 237,00 ;0;95;Região B;Média Alta;55
8337958;Manutenção;Migração; 9.040,00 ; 3.440,00 ; 1.940,00 ; 2.740,00 ; 31.400,00 ; 14.240,00 ;9;6; 0,75 ;4;3;2;9;0;100;0;Santos;Central;SP;2;Cardiologista; 135,00 ;0;85;Região D;Indefinido;56
8338109;Conversão;Foco MS-3; 4.130,00 ; 3.930,00 ; 1.230,00 ; 9.430,00 ; 33.850,00 ; 15.130,00 ;2;0; 0,58 ;2;3;1;7;0;100;0;Porto Alegre;Periférica;RS;2;Cardiologista; 321,00 ;1;95;Região E;Alta;47
8338260;Conversão;Foco MS-3; 630,00 ; 2.430,00 ; 230,00 ; 5.330,00 ; 10.150,00 ; 1.530,00 ;0;6; 0,33 ;1;2;1;4;4;20;0;Minas Gerais;Periférica;MG;2;Cardiologista; 205,00 ;3;255;Região C;Média;60
8338411;Entrada;Foco MS-2; 3.920,00 ; 4.820,00 ; 1.020,00 ; 9.520,00 ; 20.000,00 ; 720,00 ;0;13; 0,83 ;2;5;2;10;5;120;0;Minas Gerais;Periférica;MG;0;Cardiologista; 228,00 ;4;320;Região D;Média Alta;48
8338562;Referência;Foco MS-2; 9.620,00 ; 4.020,00 ; 820,00 ; 12.020,00 ; 27.700,00 ; 1.220,00 ;2;1; 0,92 ;4;4;2;11;1;60;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 245,00 ;4;295;Região B;Média Baixa;45
8338713;Manutenção;Migração; 7.740,00 ; 1.240,00 ; 540,00 ; 1.040,00 ; 12.700,00 ; 2.140,00 ;11;9; 0,42 ;3;1;1;5;5;20;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 308,00 ;1;165;Região B;Alta;42
8338864;Conversão;Foco MS-3; 3.430,00 ; 4.930,00 ; 130,00 ; 3.230,00 ; 17.250,00 ; 5.530,00 ;0;7; 0,50 ;1;4;1;6;0;80;0;Minas Gerais;Central;MG;0;Cardiologista; 152,00 ;0;75;Região E;Média Baixa;51
8339015;Entrada;Migração; 8.340,00 ; 2.940,00 ; 2.140,00 ; 10.140,00 ; 36.300,00 ; 12.740,00 ;2;1; 0,83 ;4;3;3;10;5;60;0;Salvador;Periférica;BA;1;Cardiologista; 270,00 ;5;350;Região B;Média;47
8339166;Referência;Foco MS-1; 2.610,00 ; 2.110,00 ; 1.310,00 ; 1.710,00 ; 24.650,00 ; 16.910,00 ;9;4; 0,75 ;2;3;3;9;5;80;0;Salvador;Central;BA;1;Cardiologista; 329,00 ;7;440;Região B;Média Alta;58
8339317;Conversão;Convencional; 6.800,00 ; 600,00 ; 900,00 ; 13.100,00 ; 23.900,00 ; 2.500,00 ;9;3; 0,50 ;3;1;2;6;5;20;0;Santos;Central;SP;2;Cardiologista; 207,00 ;4;270;Região E;Indefinido;50
8339468;Referência;Foco MS-2; 5.820,00 ; 1.820,00 ; 420,00 ; 13.920,00 ; 37.400,00 ; 15.420,00 ;3;2; 0,42 ;2;1;1;5;5;20;0;Santos;Periférica;SP;1;Cardiologista; 145,00 ;0;60;Região A;Média;50
8339619;Referência;Migração; 9.440,00 ; 440,00 ; 2.040,00 ; 8.340,00 ; 33.900,00 ; 13.640,00 ;5;9; 0,58 ;4;1;2;7;4;80;0;Santos;Central;SP;0;Cardiologista; 362,00 ;4;305;Região D;Alta;48
